,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2022-12-01 00:00:00-05:00,140.0500030517578,140.80999755859375,137.69500732421875,139.77999877929688,1642900,0.0,0.0
1,2022-12-02 00:00:00-05:00,136.5,137.3000030517578,133.22000122070312,135.0399932861328,2016700,0.0,0.0
2,2022-12-05 00:00:00-05:00,133.16000366210938,134.2899932861328,132.07000732421875,132.8300018310547,1318300,0.0,0.0
3,2022-12-06 00:00:00-05:00,133.69000244140625,133.75999450683594,127.78500366210938,129.0399932861328,2083500,0.0,0.0
4,2022-12-07 00:00:00-05:00,128.41000366210938,128.75999450683594,124.73999786376953,126.76000213623047,2815900,0.0,0.0
5,2022-12-08 00:00:00-05:00,128.05999755859375,128.67999267578125,126.16000366210938,128.1300048828125,2724200,0.0,0.0
6,2022-12-09 00:00:00-05:00,128.52999877929688,131.72999572753906,127.80999755859375,127.9000015258789,1917300,0.0,0.0
7,2022-12-12 00:00:00-05:00,127.87000274658203,130.99000549316406,126.38999938964844,130.9600067138672,1982400,0.0,0.0
8,2022-12-13 00:00:00-05:00,136.7100067138672,137.85000610351562,132.00999450683594,133.02000427246094,2704000,0.0,0.0
9,2022-12-14 00:00:00-05:00,133.27999877929688,135.28500366210938,129.7899932861328,130.99000549316406,2149400,0.0,0.0
10,2022-12-15 00:00:00-05:00,129.16000366210938,129.52999877929688,124.75,125.58000183105469,2546600,0.0,0.0
11,2022-12-16 00:00:00-05:00,123.83999633789062,124.5199966430664,122.16000366210938,123.66000366210938,3420800,0.0,0.0
12,2022-12-19 00:00:00-05:00,124.25,124.25,121.44999694824219,122.55000305175781,1682600,0.0,0.0
13,2022-12-20 00:00:00-05:00,121.80999755859375,122.94999694824219,120.55000305175781,121.7699966430664,1712300,0.0,0.0
14,2022-12-21 00:00:00-05:00,122.5,124.58000183105469,122.16999816894531,123.33000183105469,1182100,0.0,0.0
15,2022-12-22 00:00:00-05:00,122.22000122070312,122.22000122070312,118.58999633789062,120.37000274658203,1727700,0.0,0.0
16,2022-12-23 00:00:00-05:00,120.08999633789062,120.4000015258789,118.27999877929688,119.7699966430664,995400,0.0,0.0
17,2022-12-27 00:00:00-05:00,119.88999938964844,119.91699981689453,118.0199966430664,118.86000061035156,701900,0.0,0.0
18,2022-12-28 00:00:00-05:00,118.55000305175781,119.88999938964844,117.87000274658203,119.16999816894531,1086500,0.0,0.0
19,2022-12-29 00:00:00-05:00,120.94999694824219,122.37000274658203,120.80999755859375,121.87999725341797,1223800,0.0,0.0
20,2022-12-30 00:00:00-05:00,120.5999984741211,121.41999816894531,119.55500030517578,121.3499984741211,838900,0.0,0.0
21,2023-01-03 00:00:00-05:00,122.91000366210938,123.77999877929688,118.9000015258789,120.91000366210938,1693700,0.0,0.0
22,2023-01-04 00:00:00-05:00,120.5999984741211,121.0999984741211,113.1500015258789,113.83999633789062,4614100,0.0,0.0
23,2023-01-05 00:00:00-05:00,112.37000274658203,112.37000274658203,109.16999816894531,109.48999786376953,3707900,0.0,0.0
24,2023-01-06 00:00:00-05:00,110.19999694824219,113.0,108.91000366210938,112.44999694824219,2328500,0.0,0.0
25,2023-01-09 00:00:00-05:00,113.7699966430664,117.33000183105469,113.69999694824219,114.87000274658203,1811300,0.0,0.0
